"technology_node","lot_id","wafer_id","etch_rate","deposition_rate","critical_dimension","oxide_thickness","yield","er_flag","dr_flag","cd_flag","ot_flag"
"28nm",LOT_0048,W014,3.64,1.98,31.80,57.44,0.24,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W012,3.58,1.84,25.74,62.67,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W021,3.52,1.91,30.71,62.07,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W023,3.64,1.97,27.00,57.84,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W002,3.61,1.99,26.28,62.08,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W009,3.61,1.78,27.11,56.20,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W015,3.62,1.99,28.05,59.14,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W008,3.52,1.81,28.13,57.67,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W008,3.60,1.94,27.54,54.93,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W006,3.62,1.87,27.72,63.79,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W006,3.66,2.02,27.90,60.75,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W024,3.64,2.06,33.27,61.60,0.25,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"28nm",LOT_0022,W016,3.63,2.04,28.21,59.00,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W017,3.58,1.91,28.25,55.77,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W004,3.59,1.76,28.80,66.87,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,WARNING
"28nm",LOT_0048,W004,3.57,1.91,27.70,59.59,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W016,3.53,1.88,26.50,61.99,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W012,3.70,2.01,29.88,58.92,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W014,3.74,1.86,31.27,58.18,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W016,3.45,2.01,27.61,59.38,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W023,3.74,1.92,25.67,62.07,0.26,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W007,3.62,2.04,24.11,57.88,0.26,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W015,3.64,1.95,27.44,57.63,0.26,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W008,3.62,1.90,28.15,58.99,0.26,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W013,3.60,1.91,29.78,63.17,0.26,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W010,3.71,2.07,28.77,63.37,0.26,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W001,3.67,1.94,28.74,56.65,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W015,3.51,2.07,26.98,60.45,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W019,3.65,1.87,25.16,62.75,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W003,3.63,1.93,26.76,57.36,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W009,3.37,1.74,26.56,63.90,0.27,WARNING,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W019,3.57,1.97,29.28,57.84,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W021,3.55,1.85,30.49,55.82,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W013,3.82,1.77,33.65,55.04,0.27,WARNING,IN_CONTROL,WARNING,IN_CONTROL
"28nm",LOT_0024,W020,3.42,1.83,29.01,63.34,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W020,3.58,1.92,28.03,64.91,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W018,3.65,1.91,30.68,61.56,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W013,3.59,1.97,27.53,65.72,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,WARNING
"28nm",LOT_0006,W004,3.57,2.19,26.16,58.75,0.27,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W004,3.63,1.88,28.97,61.39,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W020,3.82,2.03,28.99,61.49,0.27,WARNING,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W007,3.75,1.89,27.08,59.49,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W018,3.59,1.92,24.05,57.75,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W006,3.54,1.96,24.96,61.51,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W012,3.58,1.71,29.56,58.93,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W016,3.80,1.84,25.81,61.18,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W018,3.77,2.00,29.83,60.20,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W022,3.48,1.81,25.09,62.92,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W015,3.54,1.93,28.38,63.02,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W008,3.61,1.79,24.65,58.26,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W002,3.60,2.03,29.45,53.82,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,WARNING
"28nm",LOT_0024,W004,3.51,1.80,27.49,56.67,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W007,3.57,1.61,26.15,60.11,0.29,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W022,3.67,1.85,25.40,64.30,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W019,3.62,1.90,26.69,64.11,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W002,3.66,1.72,27.81,56.42,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W022,3.66,1.81,29.21,64.40,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W011,3.62,2.03,29.71,60.45,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W022,3.35,2.07,28.35,61.53,0.29,WARNING,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W004,3.65,1.88,29.16,52.53,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,WARNING
"28nm",LOT_0049,W006,3.69,1.97,27.77,60.42,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W015,3.79,1.78,25.72,61.50,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W001,3.58,2.15,24.56,60.85,0.29,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W014,3.47,2.08,26.43,55.82,0.30,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W013,3.53,2.04,31.27,65.26,0.30,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W014,3.54,2.05,26.30,60.92,0.30,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W001,3.55,1.85,29.54,57.15,0.30,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W010,3.74,1.97,27.19,55.54,0.30,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W015,3.30,2.03,28.22,55.38,0.30,OOC,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W014,3.59,2.04,26.65,62.98,0.30,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W007,3.60,1.99,28.74,62.51,0.30,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W021,3.54,2.02,27.39,58.86,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W014,3.62,1.95,29.67,61.01,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W005,3.42,1.90,27.52,60.23,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W020,3.59,2.11,29.53,57.06,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W023,3.54,1.99,26.19,54.58,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W010,3.67,1.83,29.11,57.05,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W025,3.75,1.97,31.34,57.35,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W003,3.64,1.80,26.52,60.07,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W013,3.67,1.89,29.50,58.63,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W012,3.57,1.91,28.36,62.01,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W022,3.64,1.91,30.61,55.58,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W002,3.45,1.93,26.17,62.01,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W006,3.51,1.72,30.75,58.53,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W007,3.54,1.90,27.50,63.60,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W022,3.77,1.98,27.79,63.86,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W018,3.68,1.90,26.16,55.98,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W005,3.32,1.94,28.31,58.24,0.31,WARNING,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W024,3.63,1.94,29.64,54.79,0.32,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W008,3.59,1.86,30.31,65.70,0.32,IN_CONTROL,IN_CONTROL,IN_CONTROL,WARNING
"28nm",LOT_0022,W010,3.70,1.93,32.23,58.77,0.32,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"28nm",LOT_0007,W003,3.53,2.00,31.78,61.67,0.32,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W022,3.54,1.94,26.51,59.01,0.32,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W012,3.53,1.99,26.83,56.74,0.32,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W011,3.59,1.99,27.85,59.16,0.32,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W010,3.50,1.78,27.36,55.37,0.32,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W014,3.79,1.92,30.37,60.28,0.32,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W012,3.38,1.94,29.52,56.56,0.32,WARNING,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W021,3.53,2.07,28.58,62.02,0.32,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W001,3.55,1.92,25.48,58.79,0.33,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W017,3.75,1.83,27.26,60.94,0.33,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W007,3.65,1.79,30.85,59.01,0.33,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W005,3.52,1.79,26.63,59.40,0.33,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W002,3.65,1.87,27.31,62.06,0.33,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W023,3.57,1.83,31.79,64.11,0.33,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W022,3.51,1.84,28.07,60.48,0.33,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W022,3.62,1.94,25.68,57.56,0.34,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W021,3.76,1.81,29.55,60.92,0.34,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W019,3.71,1.99,24.48,61.45,0.34,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W025,3.68,1.84,28.84,54.67,0.34,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W009,3.77,2.12,24.94,62.36,0.34,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W004,3.42,2.10,31.27,59.45,0.34,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W019,3.43,2.08,28.00,56.45,0.34,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W016,3.57,2.11,30.01,57.91,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W003,3.60,1.80,27.55,59.90,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W001,3.78,1.89,31.58,62.23,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W009,3.67,1.81,28.37,55.59,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W024,3.64,2.04,26.84,60.23,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W022,3.74,1.89,28.41,63.99,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W018,3.51,1.97,26.90,59.65,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W023,3.78,1.92,29.32,57.29,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W004,3.59,1.88,27.57,60.47,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W001,3.44,1.89,27.48,61.06,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W005,3.58,2.01,28.61,59.33,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W020,3.68,1.75,30.43,58.94,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W023,3.58,2.13,28.91,61.89,0.35,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W014,3.72,1.84,25.19,61.35,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W023,3.55,2.14,24.26,61.25,0.35,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W017,3.52,1.98,29.40,57.23,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W025,3.50,1.90,28.56,59.30,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W014,3.57,2.18,28.01,63.03,0.35,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W017,3.60,1.81,28.68,56.17,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W011,3.62,2.09,24.95,61.85,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W019,3.65,1.89,24.55,59.52,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W007,3.53,1.89,26.84,59.97,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W003,3.53,1.94,30.68,63.02,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W022,3.59,1.83,28.56,60.20,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W002,3.68,2.10,28.93,61.52,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W018,3.63,1.88,31.08,62.98,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W008,3.75,1.92,29.62,59.21,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W023,3.56,1.87,30.82,61.37,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W023,3.85,1.95,30.44,58.54,0.36,WARNING,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W013,3.50,1.91,30.14,63.04,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W016,3.76,1.83,24.72,55.05,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W002,3.65,1.85,27.39,59.50,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W018,3.47,1.85,31.35,58.14,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W023,3.76,1.87,29.26,60.38,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W017,3.80,1.91,25.98,58.35,0.37,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W025,3.72,1.92,29.08,57.99,0.37,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W024,3.78,1.89,28.34,61.14,0.37,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W015,3.63,1.87,28.16,58.35,0.37,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W004,3.73,2.00,29.45,57.11,0.37,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W009,3.65,1.67,27.62,63.81,0.37,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W011,3.57,1.73,30.88,63.31,0.37,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W019,3.65,1.85,25.47,57.67,0.37,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W013,3.54,1.84,28.93,56.54,0.37,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W012,3.69,1.97,27.81,61.99,0.37,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W007,3.82,1.92,27.97,58.25,0.37,WARNING,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W011,3.51,2.08,28.42,58.60,0.37,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W014,3.54,1.86,28.81,61.88,0.37,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W013,3.74,1.98,23.85,59.72,0.37,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W024,3.68,1.98,31.29,56.64,0.38,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W001,3.69,1.77,27.40,59.60,0.38,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W017,3.52,1.90,27.24,61.00,0.38,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W003,3.66,1.86,26.93,59.55,0.38,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W008,3.84,1.98,28.68,61.37,0.38,WARNING,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W013,3.67,2.02,29.63,56.46,0.38,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W007,3.54,2.06,23.83,59.44,0.38,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"28nm",LOT_0012,W008,3.68,1.90,29.28,59.81,0.38,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W001,3.55,1.91,29.76,57.69,0.38,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W006,3.59,2.07,29.02,59.43,0.38,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W025,3.66,1.85,27.89,61.45,0.38,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W005,3.60,1.90,30.32,62.35,0.38,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W008,3.86,1.86,32.19,58.62,0.39,WARNING,IN_CONTROL,WARNING,IN_CONTROL
"28nm",LOT_0012,W009,3.58,1.98,27.04,56.63,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W017,3.67,1.96,26.02,63.94,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W012,3.65,1.85,26.10,56.35,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W002,3.54,2.12,28.12,58.82,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W009,3.64,2.02,30.15,64.58,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W020,3.72,2.00,26.92,58.36,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W009,3.56,1.98,29.01,60.25,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W016,3.59,1.94,30.46,58.04,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W002,3.70,1.99,29.37,62.65,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W015,3.72,1.81,26.02,57.10,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W008,3.64,1.92,29.24,58.09,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W024,3.56,1.89,27.23,58.09,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W013,3.60,1.83,25.50,56.02,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W021,3.54,1.97,30.29,58.97,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W004,3.53,1.83,25.33,61.34,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W017,3.71,1.84,28.08,61.69,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W003,3.35,1.83,25.43,64.98,0.40,WARNING,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W001,3.72,1.93,28.20,62.09,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W021,3.67,1.91,27.71,59.72,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W021,3.62,1.78,27.31,59.16,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W011,3.46,1.68,28.22,63.99,0.40,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W020,3.70,1.78,32.32,54.62,0.40,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"28nm",LOT_0016,W016,3.69,1.84,28.18,58.67,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
